term,name,ename,sex,party,partyGroup,areaName,committee,onboardDate,degree,tel,experience,fax,addr,picUrl,leaveFlag,leaveDate,leaveReason,
09,林俊憲,Lin Chun-Hsien,男,民主進步黨,民主進步黨,臺南市第4選舉區,第9屆第1會期：交通委員會;第9屆第2會期：交通委員會;第9屆第3會期：交通委員會;第9屆第4會期：交通委員會;第9屆第5會期：交通委員會;第9屆第6會期：交通委員會;第9屆第6會期：紀律委員會;,2016/02/01,臺南一中畢業;國立成功大學企管系畢業;美國密蘇里大學企管碩士(u. of MissouriMBA);臺大國家發展研究所博士班,國會研究室：02-2358-6931;東區服務處：06-2091-120;安平、南區服務處：06-2921-235,臺南市第14、15、16屆議員(1997-2010)民進黨中央黨部發言人賴清德競選市長執行總幹事民進黨中央執行委員長榮大學-國際企業系兼任講師,國會研究室：02-2358-6935;東區服務處：06-2091-150;安平、南區服務處：06-2612-117,國會研究室：10051臺北市中正區濟南路1段3-1號1006室;東區服務處：701臺南市東區凱旋路225號;安平、南區服務處：702臺南市南區中華西路一段234號,http://www.ly.gov.tw//Images/Legislators/90029.jpg,否,,,
09,林昶佐,Lim Tshiong-Tso,男,時代力量,時代力量,臺北市第5選舉區,第9屆第1會期：外交及國防委員會;第9屆第2會期：外交及國防委員會;第9屆第3會期：外交及國防委員會;第9屆第4會期：外交及國防委員會;第9屆第5會期：外交及國防委員會;第9屆第6會期：外交及國防委員會;,2016/02/01,國立台北大學企業管理學系學士,國會研究室：02-2358-6121;中正萬華服務處：02-2302-8910,時代力量創黨工程隊總隊長時代力量主席團成員國際知名閃靈樂團主唱國際特赦組織台灣分會理事長行政院二二八基金會董事獨立音樂協會理事長曾獲金曲獎、總統文化獎,國會研究室：02-2358-6125;中正萬華服務處：02-2302-8950,國會研究室：10051臺北市中正區濟南路1段3-1號0803室;中正萬華服務處：100臺北市中正區莒光路88號,http://www.ly.gov.tw//Images/Legislators/90030.jpg,否,,,
09,林為洲,Lin Wei-Chou,男,中國國民黨,中國國民黨,新竹縣選舉區,第9屆第1會期：司法及法制委員會;第9屆第1會期：紀律委員會;第9屆第2會期：司法及法制委員會;第9屆第3會期：司法及法制委員會;第9屆第3會期：程序委員會;第9屆第4會期：司法及法制委員會;第9屆第4會期：程序委員會;第9屆第5會期：司法及法制委員會;第9屆第6會期：司法及法制委員會;第9屆第6會期：紀律委員會;,2016/02/01,國立中央大學中文系畢業,國會研究室：02-2358-6911;新竹縣服務處：03-657-3081,第6屆立法委員第14、15、18屆新竹縣議員第17屆新竹縣議會副議長中國國民黨新竹縣黨部主任委員,國會研究室：02-2358-6915;新竹縣服務處：03-6573082,國會研究室：10051臺北市中正區濟南路1段3-1號0202室;新竹縣服務處：新竹縣竹北市縣政二路101號,http://www.ly.gov.tw//Images/Legislators/90031.jpg,否,,,
09,林淑芬,Lin Shu-Fen,女,民主進步黨,民主進步黨,新北市第2選舉區,第9屆第1會期：社會福利及衛生環境委員會;第9屆第1會期：紀律委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;,2016/02/01,,國會研究室：02-2358-8186;蘆洲服務處：02-8285-6412;五股服務處：02-2291-2995,第6、7、8屆立法委員,國會研究室：02-2358-8190;蘆洲服務處：02-2281-7980;五股服務處：02-2291-2355,國會研究室：10051臺北市中正區青島東路1號3202室;蘆洲服務處：新北市蘆洲區長興路25號;五股服務處：新北市五股區民義路一段37號,http://www.ly.gov.tw//Images/Legislators/90032.jpg,否,,,
09,林德福,Lin Te-Fu,男,中國國民黨,中國國民黨,新北市第9選舉區,第9屆第1會期：司法及法制委員會;第9屆第1會期：程序委員會;第9屆第2會期：司法及法制委員會;第9屆第2會期：程序委員會;第9屆第3會期：財政委員會;第9屆第4會期：財政委員會;第9屆第4會期：程序委員會;第9屆第5會期：司法及法制委員會;第9屆第5會期：程序委員會;第9屆第6會期：司法及法制委員會;,2016/02/01,臺北縣立頂溪國小畢業;臺灣省立板橋中學畢業;私立開南高級商工職業學校畢業,國會研究室：02-2358-6995;永和服務處：02-2232-9899,臺北縣永和市第3屆市民代表臺北縣永和市第4屆代表會副主席臺北縣永和市第5、6屆市長臺北縣鄉鎮市長聯誼會會長新北市立新店高中文教基金會董事長中華民國第5、6、7、8屆立法委員開南大學副董事長國立政治大學法律實務班結業,國會研究室：02-2358-6999;永和服務處：02-3233-4625,國會研究室：10051臺北市中正區青島東路1號3201室;永和服務處：新北市永和區永和路二段403號,http://www.ly.gov.tw//Images/Legislators/90033.jpg,否,,,
09,林靜儀,Lin Ching-Yi,女,民主進步黨,民主進步黨,全國不分區,第9屆第1會期：社會福利及衛生環境委員會;第9屆第1會期：程序委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第2會期：程序委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第4會期：紀律委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第5會期：程序委員會;第9屆第6會期：社會福利及衛生環境委員會;第9屆第6會期：程序委員會;,2016/02/01,台大分子醫學研究所碩士;中山醫學大學醫學研究所碩士,國會研究室：02-2358-6781,中山醫學大學醫學研究所博士候選人民進黨中央黨部婦女發展部主任中山醫大附設醫院產科主任行政院婦權會委員,國會研究室：02-2358-6785,國會研究室：10051臺北市中正區濟南路1段3-1號0906室,http://www.ly.gov.tw//Images/Legislators/90034.jpg,否,,,
09,林麗蟬,Lin Li-Chan,女,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：內政委員會;第9屆第2會期：內政委員會;第9屆第3會期：內政委員會;第9屆第4會期：內政委員會;第9屆第5會期：外交及國防委員會;第9屆第6會期：外交及國防委員會;,2016/02/01,國立暨南國際大學非營利組織經營管理研究所碩士;建國科技大學美容系;靜宜大學社會工作與兒童少年福利學系學分班,國會研究室：02-2358-6646;員林服務處：04-833-9839,行政院青年顧問(104年新住民二代海外培力計畫發起人)行政院新住民事務協調會報委員內政部外籍配偶照顧輔導基金委員(任期102-105)彰化縣新住民事務委員會委員社團法人臺灣新移民發展與交流協會理事長(任期100-105)花壇鄉長春社區發展協會總幹事(100-104),國會研究室：02-2358-6650;員林服務處：04-833-5213,國會研究室：10051臺北市中正區濟南路1段3-1號0907室;員林服務處：510彰化縣員林市民生里四平街43號,http://www.ly.gov.tw//Images/Legislators/90035.jpg,否,,,
09,邱志偉,Chiu Chih-Wei,男,民主進步黨,民主進步黨,高雄市第2選舉區,第9屆第1會期：經濟委員會;第9屆第1會期：經費稽核委員會;第9屆第2會期：經濟委員會;第9屆第2會期：經費稽核委員會;第9屆第3會期：經濟委員會;第9屆第4會期：經濟委員會;第9屆第4會期：紀律委員會;第9屆第5會期：外交及國防委員會;第9屆第6會期：外交及國防委員會;第9屆第6會期：紀律委員會;,2016/02/01,淡江大學俄羅斯研究所法學碩士;國立臺灣大學國家發展研究所法學碩士;國立中山大學大陸研究所社會科學博士,國會研究室：02-2358-6561;岡山服務處：07-623-0655;路竹服務處：07-696-8050;梓官服務處：07-610-7303;橋頭服務處：07-612-6127;彌陀聯絡處：07-623-0655;茄萣服務處：07-690-9981,第8屆立法委員高雄市政府民政局長高雄縣政府民政處長高雄縣政府新聞室主任修憲國民大會代表立陶宛維爾紐斯大學講座教授愛沙尼亞塔圖大學講座教授南華大學旅遊管理學專任系助理教授正修科技大學兼任助理教授實踐大學兼任助理教授英國劍橋大學國際關係研究所比利時魯汶大學歐洲研究所中華民國足球協會副理事長北高雄家扶中心家扶委員,國會研究室：02-2358-6565;岡山服務處：07-623-0671;路竹服務處：07-696-8052;梓官服務處：07-610-7383;橋頭服務處：;彌陀聯絡處：;茄萣服務處：07-690-9961,國會研究室：10051臺北市中正區濟南路1段3-1號0607室;岡山服務處：高雄市岡山區中山南路385號;路竹服務處：高雄市路竹區國昌路193號;梓官服務處：高雄市梓官區梓官路361號;橋頭服務處：高雄市橋頭區新興路13號;彌陀聯絡處：高雄市彌陀區鹽埕大路75號;茄萣服務處：高雄市茄萣區進學路41號;：,http://www.ly.gov.tw//Images/Legislators/90036.jpg,否,,,
09,邱議瑩,Chiu Yi-Ying,女,民主進步黨,民主進步黨,高雄市第1選舉區,第9屆第1會期：經濟委員會;第9屆第2會期：經濟委員會;第9屆第3會期：經濟委員會;第9屆第3會期：紀律委員會;第9屆第4會期：經濟委員會;第9屆第5會期：經濟委員會;第9屆第6會期：經濟委員會;,2016/02/01,高雄市道明高中;美國舊金山多明尼肯大學企管研究所碩士,國會研究室：02-2358-6516;美濃服務處：07-681-8755,第3屆國民大會代表第8、9屆民進黨中央常務委員行政院客家委員會副主委第5、7、8屆立法委員,國會研究室：02-2358-6520;美濃服務處：07-681-8677,國會研究室：10051臺北市中正區濟南路1段3-1號0801室;美濃服務處：843高雄市美濃區泰安路228號,http://www.ly.gov.tw//Images/Legislators/90037.jpg,否,,,
09,姚文智,Yao Wen-Chih,男,民主進步黨,民主進步黨,臺北市第2選舉區,第9屆第1會期：內政委員會;第9屆第2會期：內政委員會;第9屆第3會期：內政委員會;第9屆第3會期：紀律委員會;第9屆第4會期：內政委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;,2016/02/01,輔仁大學大眾傳播系學士;政治大學政治研究所碩士,國會研究室：02-2358-6758;士林服務處：02-2881-1559;大同服務處：02-2559-7736,自由時報記者、編輯高雄市新聞處長、副秘書長愛河整治工作小組召集人文建會公共藝術獎共同得獎人台視董事兼文化公司總經理行政院新聞局長蘭雅國中、輔大、政大社科院傑出校友2014年柯文哲競選臺北市市長後援會總會長士林大同選出立法委員,國會研究室：02-2358-6040;士林服務處：02-2881-1561;大同服務處：,國會研究室：10051臺北市中正區濟南路1段3-1號1102室;士林服務處：臺北市士林區承德路四段235號;大同服務處：臺北市大同區民樂街107號,http://www.ly.gov.tw//Images/Legislators/90038.jpg,否,,,
09,柯志恩,Ko Chih-En,女,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：教育及文化委員會;第9屆第2會期：教育及文化委員會;第9屆第3會期：教育及文化委員會;第9屆第3會期：紀律委員會;第9屆第4會期：教育及文化委員會;第9屆第5會期：教育及文化委員會;第9屆第5會期：程序委員會;第9屆第6會期：教育及文化委員會;第9屆第6會期：程序委員會;,2016/02/01,美國南加大教育心理學博士,國會研究室：02-2358-6711,美國密西根州立大學教育碩士國立政治大學教育系學士淡江大學學務長、淡江大學教心所專任教授、高等教育評鑑中心心理學門評鑑委員,國會研究室：02-2358-6715,國會研究室：10051臺北市中正區青島東路10號3506室,http://www.ly.gov.tw//Images/Legislators/90039.jpg,否,,,
09,柯建銘,Ker Chien-Ming,男,民主進步黨,民主進步黨,新竹市選舉區,第9屆第1會期：司法及法制委員會;第9屆第2會期：司法及法制委員會;第9屆第3會期：司法及法制委員會;第9屆第4會期：司法及法制委員會;第9屆第5會期：司法及法制委員會;第9屆第6會期：司法及法制委員會;,2016/02/01,新竹國小;新竹一中(建華國中);新竹中學;中山醫學大學牙醫科,國會研究室：02-2358-6106;新竹服務處：03-526-9880,民進黨第2、3、4、5、6、7、8屆立法委員立法院民進黨黨團第5、6、7、8屆總召集人民進黨中常委、財委會主任委員民進黨政策會執行長總統府九人決策小組成員民進黨代理主席(2004.12~2005.01；2011.3~2011.5),國會研究室：02-2358-6110;新竹服務處：03-523-2902,國會研究室：10051臺北市中正區濟南路1段3-1號2118室;新竹服務處：新竹市四維路15號3樓,http://www.ly.gov.tw//Images/Legislators/90040.jpg,否,,,
09,段宜康,Tuan Yi-kang,男,民主進步黨,民主進步黨,全國不分區,第9屆第1會期：司法及法制委員會;第9屆第1會期：程序委員會;第9屆第1會期：紀律委員會;第9屆第2會期：司法及法制委員會;第9屆第2會期：程序委員會;第9屆第3會期：司法及法制委員會;第9屆第3會期：程序委員會;第9屆第3會期：紀律委員會;第9屆第4會期：司法及法制委員會;第9屆第4會期：程序委員會;第9屆第5會期：司法及法制委員會;第9屆第5會期：紀律委員會;第9屆第6會期：司法及法制委員會;,2016/02/01,國立臺灣大學政治學系學士,國會研究室：02-2358-6196,第7、8屆臺北市議員第5、8屆立法委員民進黨政策會執行長,國會研究室：02-2358-6200,國會研究室：10051臺北市中正區濟南路1段3-1號0308室,http://www.ly.gov.tw//Images/Legislators/90041.jpg,否,,,
09,洪宗熠,Hung Chun-Yi,男,民主進步黨,民主進步黨,彰化縣第3選舉區,第9屆第1會期：內政委員會;第9屆第2會期：內政委員會;第9屆第3會期：內政委員會;第9屆第4會期：內政委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;,2016/02/01,國立彰化師範大學行政管理碩士;國立中興大學公共行政系法學士,國會研究室：02-2358-8316;二林服務處：;溪湖服務處：04-881-6551;北斗服務處：04-887-6769,第15、16、17、18屆彰化縣議員,國會研究室：02-2358-8320;二林服務處：;溪湖服務處：04-882-1620;北斗服務處：04-887-6424,國會研究室：10051臺北市中正區濟南路1段3-1號0806室;二林服務處：526彰化縣二林鎮豐田里二溪路一段207號;溪湖服務處：514彰化縣溪湖鎮東寮里員鹿路三段493號;北斗服務處：521彰化縣北斗鎮居仁里復興路28號,http://www.ly.gov.tw//Images/Legislators/90042.jpg,否,,,
09,洪慈庸,Hung Tzu-Yung,女,時代力量,時代力量,臺中市第3選舉區,第9屆第1會期：社會福利及衛生環境委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第3會期：交通委員會;第9屆第4會期：交通委員會;第9屆第5會期：教育及文化委員會;第9屆第6會期：教育及文化委員會;第9屆第6會期：經費稽核委員會;,2016/02/01,后里區內埔國小;臺中市后里國中;國立台中商專;國立高雄第一科技大學行銷與流通管理學系,國會研究室：02-2358-6581;大雅服務處：04-2560-6118;后里服務處：04-2557-3188,時代力量黨青年事務委員會召集人臺灣青年基金會副執行長洪仲丘事件洪家對外代表遠綠科技公司專案經理GfK捷孚凱行銷研究顧問公司零售通路服務專員,國會研究室：02-2358-6585;大雅服務處：04-2560-7170;后里服務處：04-2557-3199,國會研究室：10051臺北市中正區濟南路1段3-1號0808室;大雅服務處：臺中市大雅區雅環路二段285號;后里服務處：臺中市后里區四村路85號,http://www.ly.gov.tw//Images/Legislators/90043.jpg,否,,,
09,徐永明,Hsu Yung-Ming,男,時代力量,時代力量,全國不分區,第9屆第1會期：經濟委員會;第9屆第1會期：程序委員會;第9屆第2會期：經濟委員會;第9屆第2會期：程序委員會;第9屆第3會期：經濟委員會;第9屆第3會期：經費稽核委員會;第9屆第4會期：經濟委員會;第9屆第4會期：經費稽核委員會;第9屆第5會期：財政委員會;第9屆第6會期：財政委員會;,2016/02/01,建國中學;國立臺灣大學政治學系;美國密西根大學政治學博士,國會研究室：02-2358-6233,中研院助理研究員行政院研考會委員行政院公投審議委員公民監督國會聯盟學術委員時代力量政策小組召集人財團法人臺灣智庫執行委員新臺灣國策智庫民調中心主任東吳大學政治系教授,國會研究室：02-2358-6235,國會研究室：10051臺北市中正區青島東路1號3406室,http://www.ly.gov.tw//Images/Legislators/90044.jpg,否,,,
09,徐志榮,Hsu Chih-Jung,男,中國國民黨,中國國民黨,苗栗縣第2選舉區,第9屆第1會期：外交及國防委員會;第9屆第2會期：外交及國防委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第6會期：社會福利及衛生環境委員會;,2016/02/01,省立苗栗高中畢業 ;日本國立石川高等職業學校畢業,國會研究室：02-2358-6266;公館服務處：037-223-566;苗栗服務處：037-368-811;頭份服務處：037-686-688,第8屆立法委員 行政院政務顧問 苗栗縣公館鄉第13、14屆鄉長 苗栗縣體育會理事長 苗栗縣徐氏宗親會副理事長 苗栗縣義消總隊總隊長 苗栗縣後備指揮部顧問,國會研究室：02-2358-6270;公館服務處：037-239-233;苗栗服務處：037-368-877;頭份服務處：037-686-611,國會研究室：10051臺北市中正區濟南路1段3-1號0802室;公館服務處：苗栗縣公館鄉玉泉村367號2樓;苗栗服務處：苗栗縣苗栗市縣府路70號;頭份服務處：苗栗縣頭份鎮中山路292號,http://www.ly.gov.tw//Images/Legislators/90045.jpg,否,,,
09,徐國勇,Hsu Kuo-Yung,男,民主進步黨,民主進步黨,全國不分區,第9屆第1會期：財政委員會;第9屆第1會期：紀律委員會;第9屆第1會期：經費稽核委員會;,2016/02/01,省立台北師專啟智教育組畢業;國立中興大學法律系法學士;國立台灣海洋大學海洋法律研究所法學碩士、法學博士,國會研究室：02-2358-6118;新竹縣服務處：03-667-0835,教師律師臺北市議員立法委員電視、電台節目主持人國際獅子會300A2區總監(2005-2006),國會研究室：02-2358-6120;新竹縣服務處：03-550-8514,國會研究室：10051臺北市中正區濟南路1段3-1號2106室;新竹縣服務處：新竹縣竹北市成功六街163號,http://www.ly.gov.tw//Images/Legislators/90046.jpg,是,2016/10/01,辭職,
09,徐榛蔚,Hsu Chen-Wei,女,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：內政委員會;第9屆第2會期：內政委員會;第9屆第3會期：交通委員會;第9屆第4會期：交通委員會;第9屆第5會期：交通委員會;第9屆第6會期：交通委員會;,2016/02/01,中國文化大學,國會研究室：02-2358-6299;花蓮服務處：03-853-2215,2016朱立倫總統選舉花蓮競選總部主委2008及2012馬英九總統選舉後援會婦女幹部領袖救國團花蓮團委會主委花蓮縣巡守大隊長及國際崇她社長,國會研究室：02-2358-6300;花蓮服務處：03-853-1365,國會研究室：10051臺北市中正區青島東路10號3505室;花蓮服務處：花蓮縣吉安鄉中山路三段121號,http://www.ly.gov.tw//Images/Legislators/90047.jpg,否,,,
09,馬文君,Ma Wen-Chun,女,中國國民黨,中國國民黨,南投縣第1選舉區,第9屆第1會期：外交及國防委員會;第9屆第2會期：外交及國防委員會;第9屆第3會期：外交及國防委員會;第9屆第4會期：外交及國防委員會;第9屆第4會期：紀律委員會;第9屆第5會期：外交及國防委員會;第9屆第6會期：外交及國防委員會;第9屆第6會期：紀律委員會;,2016/02/01,逢甲大學經營管理碩士 ;嘉南藥專(嘉南藥理科技大學)藥理科畢業 ;大成國中;育英國小,國會研究室：02-2358-6816;埔里服務處：049-242-3248;草屯服務處：049-235-5807,第7、8屆立法委員立法院外交及國防委員會召集委員南投縣婦工會總會長南投縣民防總隊義警大隊大隊長第14、15屆埔里鎮長南投縣第13屆縣議員弘道老人福利基金會助老委員南投縣家扶中心委員,國會研究室：02-2358-6820;埔里服務處：049-290-1626;草屯服務處：,國會研究室：10051臺北市中正區青島東路1號3113室;埔里服務處：南投縣埔里鎮西寧路36號;草屯服務處：南投縣草屯鎮新生路209號,http://www.ly.gov.tw//Images/Legislators/90048.jpg,否,,,
09,高志鵬,Gao Jyh-Peng,男,民主進步黨,民主進步黨,新北市第3選舉區,第9屆第1會期：經濟委員會;第9屆第2會期：經濟委員會;第9屆第3會期：經濟委員會;第9屆第3會期：紀律委員會;第9屆第4會期：經濟委員會;第9屆第5會期：經濟委員會;第9屆第5會期：紀律委員會;第9屆第6會期：經濟委員會;,2016/02/01,建國中學;輔仁大學法律系財經法律組;臺灣大學EMBA,國會研究室：02-2358-6241;三重服務處：02-8988-1368,台灣啤酒籃球隊總領隊名陽法律事務所執業律師民進黨臺北市黨部主任委員民進黨中央執行委員、中央常務委員民進黨中央評議委員會主任委員第5、6、7、8屆立法委員台韓國會議員聯誼會會長立法院民進黨團書記長立法院民進黨團幹事長2014年通過ISO9001國際品質認證,國會研究室：02-2358-6245;三重服務處：02-8988-3076,國會研究室：10051臺北市中正區濟南路1段3-1號0503室;三重服務處：新北市三重區忠孝路一段153號,http://www.ly.gov.tw//Images/Legislators/90049.jpg,否,,,
09,高金素梅,Kao Chin Su-Mei,女,無黨團結聯盟,親民黨,山地原住民,第9屆第1會期：教育及文化委員會;第9屆第1會期：經費稽核委員會;第9屆第2會期：教育及文化委員會;第9屆第2會期：經費稽核委員會;第9屆第3會期：教育及文化委員會;第9屆第3會期：經費稽核委員會;第9屆第4會期：教育及文化委員會;第9屆第4會期：經費稽核委員會;第9屆第5會期：教育及文化委員會;第9屆第6會期：教育及文化委員會;第9屆第6會期：紀律委員會;,2016/02/01,青年高中畢業;中央民族大學-民族學,國會研究室：02-2358-6051;南區服務處：08-7993-793;：08-799-5962,財團法人肝炎防治基金會終身義工台灣原住民親善大使消防大使臺灣原住民防災救難協會榮譽顧問第5、6、7、8屆立法委員,國會研究室：02-2358-6055;南區服務處：08-7995-963;：08-799-5963,國會研究室：10051臺北市中正區青島東路10號3507室;南區服務處：903屏東縣瑪家鄉北葉村9鄰風景1-3號2樓;：屏東縣瑪家鄉北葉村9鄰風景巷1-3號,http://www.ly.gov.tw//Images/Legislators/90050.jpg,否,,,
09,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,Kawlo．Iyun．Pacidal,女,時代力量,時代力量,全國不分區,第9屆第1會期：教育及文化委員會;第9屆第1會期：經費稽核委員會;第9屆第2會期：教育及文化委員會;第9屆第2會期：經費稽核委員會;第9屆第3會期：教育及文化委員會;第9屆第3會期：程序委員會;第9屆第4會期：教育及文化委員會;第9屆第4會期：程序委員會;第9屆第5會期：經濟委員會;第9屆第5會期：程序委員會;第9屆第6會期：經濟委員會;第9屆第6會期：程序委員會;,2016/02/01,臺北商專國貿科;世新大學新聞系,國會研究室：02-2358-8551,世新大學法研所碩士班 國立台北教育大學文教法研所碩士班 小米穗原住民族文化基金會董事暨執行長 台灣原住民族政策協會理事,國會研究室：02-2358-8555,國會研究室：10051臺北市中正區濟南路1段3-1號1008室,http://www.ly.gov.tw//Images/Legislators/90051.jpg,否,,,
09,張宏陸,Chang Hung-Lu,男,民主進步黨,民主進步黨,新北市第6選舉區,第9屆第1會期：司法及法制委員會;第9屆第2會期：司法及法制委員會;第9屆第3會期：內政委員會;第9屆第4會期：內政委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;,2016/02/01,東吳大學政治系學士;國立臺北教育大學教育碩士,國會研究室：02-2358-8066;板橋中山路服務處：02-8951-7018;板橋文化路服務處：02-2250-7018,文化大學美國研究所新北市議員臺北縣民政局長板橋市代理市長臺北縣長室秘書行政院秘書行政院反恐辦公室副主任蘇貞昌立委團隊助理民進黨臺北縣黨部執行長,國會研究室：02-2358-8070;板橋中山路服務處：02-8951-7028;板橋文化路服務處：02-2250-7028,國會研究室：10051臺北市中正區青島東路1號3305室;板橋中山路服務處：新北市板橋區中山路一段293-1號B1;板橋文化路服務處：新北市板橋區文化路二段124巷6號,http://www.ly.gov.tw//Images/Legislators/90052.jpg,否,,,
09,張廖萬堅,Chang Liao Wan-Chien,男,民主進步黨,民主進步黨,臺中市第4選舉區,第9屆第1會期：教育及文化委員會;第9屆第2會期：教育及文化委員會;第9屆第3會期：教育及文化委員會;第9屆第4會期：教育及文化委員會;第9屆第4會期：紀律委員會;第9屆第5會期：教育及文化委員會;第9屆第6會期：教育及文化委員會;,2016/02/01,東海大學EMBA高階管理學院碩士;東吳大學政治學研究所碩士班;輔仁大學大眾傳播系;國立台中一中,國會研究室：02-2358-8282;台中服務處：04-2708-8883,民進黨中央黨部執行委員大臺中直轄市第1、2屆市議員第14、15、16屆臺中市議員民進黨臺中市黨部第11屆主任委員臺中市棒球委員會主任委員中華民國棒球協會理事,國會研究室：02-2358-8285;台中服務處：04-2708-9803,國會研究室：10051臺北市中正區青島東路1號3402室;台中服務處：台中市西屯區至善路52號,http://www.ly.gov.tw//Images/Legislators/90053.jpg,否,,,
09,張麗善,Chang Li-Shan,女,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：經濟委員會;第9屆第2會期：經濟委員會;第9屆第3會期：經濟委員會;第9屆第3會期：經費稽核委員會;第9屆第4會期：經濟委員會;第9屆第4會期：經費稽核委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;,2016/02/01,雲林縣馬光國小;雲林縣土庫國中;臺中曉明女中;國立虎尾科技大學工業管理系;國立臺灣師範大學運動休閒管理研究所,國會研究室：02-2358-6970;青埔服務處：05-632-0629,行政院雲嘉南區聯合服務中心執行長雲林縣救國團主任委員雲林縣青埔教育基金會董事長中華民國第6屆立法委員雲林縣日頭花姐妹協會理事長,國會研究室：02-2358-6974;青埔服務處：05-633-3318,國會研究室：10051臺北市中正區濟南路1段3-1號2103室;青埔服務處：,http://www.ly.gov.tw//Images/Legislators/90054.jpg,否,,,
09,莊瑞雄,Chuang Jui-Hsiung,男,民主進步黨,民主進步黨,屏東縣第3選舉區,第9屆第1會期：內政委員會;第9屆第1會期：經費稽核委員會;第9屆第2會期：內政委員會;第9屆第2會期：經費稽核委員會;第9屆第3會期：外交及國防委員會;第9屆第4會期：外交及國防委員會;第9屆第5會期：經濟委員會;第9屆第6會期：經濟委員會;,2016/02/01,國立臺灣大學農業經濟學系碩士 ;國立臺北大學企業管理學系碩士 ;國立臺灣大學法律學系學士,國會研究室：02-2358-6368;東港服務處：08-833-7893;恆春服務處：08-888-3893;琉球服務處：08-861-2347,第8屆立法委員公民監督國會聯盟評鑑最優秀立法委員律師民進黨發言人民進黨中央執行委員第13、14屆民進黨臺北市黨部主委第10、11屆臺北市議員全民監督黨產聯盟執行長中選會巡迴監察員綠色和平電台主持人台灣國家山岳協會理事長,國會研究室：02-2358-6369;東港服務處：08-833-9316;恆春服務處：08-889-9316;琉球服務處：,國會研究室：10051臺北市中正區濟南路1段3-1號0702室;東港服務處：928屏東縣東港鎮光復路一段379號;恆春服務處：946屏東縣恆春鎮北門路9號;琉球服務處：929屏東縣琉球鄉中正路331號,http://www.ly.gov.tw//Images/Legislators/90055.jpg,否,,,
09,許淑華,Hsu Shu-Hua,女,中國國民黨,中國國民黨,南投縣第2選舉區,第9屆第1會期：司法及法制委員會;第9屆第2會期：司法及法制委員會;第9屆第2會期：紀律委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第6會期：社會福利及衛生環境委員會;,2016/02/01,逢甲大學經營管理碩士畢,國會研究室：02-2358-8356;南投服務處：049-2226-116,第8屆立法委員南投市第8、9屆市長南投縣第15屆議員中國國民黨18屆第3、4任及19屆第1、2、3、4任中常委南投縣商業總會第21屆理事長台灣省商業會94年十大傑出理事長95年全國社會優秀青年南投縣南開科技大學校友會理事長南投縣跆拳道主任委員,國會研究室：02-2358-8050;南投服務處：049-2226-117,國會研究室：10051臺北市中正區濟南路1段3-1號0206室;南投服務處：南投縣南投市玉井街51號,http://www.ly.gov.tw//Images/Legislators/90056.jpg,否,,,
09,許智傑,Hsu Chih-Chieh,男,民主進步黨,民主進步黨,高雄市第8選舉區,第9屆第1會期：教育及文化委員會;第9屆第2會期：教育及文化委員會;第9屆第3會期：教育及文化委員會;第9屆第3會期：紀律委員會;第9屆第4會期：教育及文化委員會;第9屆第5會期：司法及法制委員會;第9屆第6會期：司法及法制委員會;,2016/02/01,國立高雄師範大學科學教育研究所博士班;國立高雄師範大學教育碩士(1996);國立臺灣大學機械系學士(1988);高雄中學(1984);五甲國中(1981);五甲國小(1978),國會研究室：02-2358-8151;鳳山服務處：07-768-2666,第8屆立法委員(2012-2016)高雄市鳳山區區長(2010-2011)高雄縣鳳山市市長(2006-2010)高雄縣議員(2002-2006)鳳山市市民代表(1998-2002),國會研究室：02-2358-6625;鳳山服務處：07-768-9900,國會研究室：10051臺北市中正區濟南路1段3-1號0703室;鳳山服務處：830高雄市鳳山區保泰路96號,http://www.ly.gov.tw//Images/Legislators/90057.jpg,否,,,
