term,sessionPeriod,sessionTimes,meetingTimes,agendaNo,billName,docUrl,selectTerm,
08,02,10,,13,本院委員陳歐珀等15人臨時提案，有鑒於位於宜花交界的「和平火力發電廠」長期燒煤發電，製造空氣污染，在宜蘭縣境內設置一百多根高壓電塔，但電廠今年初因超量燒煤，獲利4.3億餘元，被行政院環保署以不當利得開罰4.4億，顯見其營運嚴重違反環評定之標準，爰此，建請行政院邀集業者及宜、花縣府，就該電廠所製造之污染再次進行評估，重新議定回饋地方金額及比例，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_013.doc,all,
08,02,10,,14,本院委員羅淑蕾、葉宜津、蔡其昌、劉櫂豪、李昆澤等16人臨時提案，鑑於現行公路法第24條第2項規定，並無明確規範行駛高速公路免徵通行費之車種，但大眾運輸客運車輛卻依據行政院民國84年8月23日函頒「促進大眾運輸發展方案」將其納入「公路通行費徵收管理辦法」成為行駛高速公路免徵通行費車種，其正當性顯有不足。加上，台灣經濟20多年來的總體環境結構變遷，隨著油電雙漲政策的失誤，民生經濟條件日趨惡化，以及目前各地方除交通條件已逐漸便利外還有高鐵及捷運的快速發展，計程車行業生存益發困難。倘計程車無法納入「公路通行費徵收管理辦法」第14條規定，比照大眾運輸事業行駛高速公路免徵通行費，那麼「公路通行費徵收管理辦法」恐有淪為競業不公平條款之疑義。爰此，本席提案要求行政院立即檢討公路通行費徵收管理辦法第14條規定，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_014.doc,all,
08,02,10,,15,本院委員蔣乃辛、王育敏、楊玉欣、陳碧涵等25人臨時提案，針對國際環保團體綠色和平組織在全球各地包含台灣在內的29個國家地區，採購141件衣服樣品進行NPE殘留檢測。檢測結果發現，在29個國家地區購買樣品中，有25個國家地區購買樣品有89件（占63%）測出NPE，所有品牌皆有一件以上服飾測出殘留有危害環境及人類生殖系統（男性睪丸癌及女性乳癌）的毒性化學物質殘留壬基酚聚氧乙烯醚（NPE），還發現有塑化劑、致癌芳香胺及多種有毒或有害化學物質。這20個品牌有超過一半，在台灣有銷售據點。同時NPE具有持久、不易分解、易累積等特點，被環保署列為第一類毒性化學物質列管，在原料、製造、生產、輸出入、儲存都列有管制方法，但國內到目前為止無此物質在服飾類的管制標準，顯示政府長期忽視國人穿著的安全。為維護國人健康，本席等要求政府儘速訂定有毒物質在紡織品的允許限量（殘留量），並列為應檢驗項目；經濟部商檢局應加強紡織品有毒物質含量的檢測；若確定被點名的品牌產品確含NPE，應要求立即下架，並應提出改善製程無毒的計畫，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_015.doc,all,
08,02,10,,16,本院委員吳宜臻、徐耀昌等17人臨時提案，配合行政院政策方針，持續推動桃竹苗產業創新走廊，行政院應於苗栗縣苗栗市設立「苗栗產業創新研發園區」串聯竹科銅鑼基地、國立聯合大學及周邊工業區（如：銅鑼、頭份、竹南等工業區），以期加速台商回流進駐地方。並促使工研院、資策會等法人機構進駐該園區，強化地方研發聚落之形成。建請行政院應於102年底前指定主辦營運法人，並完成細部規劃，於103年底前正式營運。以期達成促進2000名就業機會，每年育成20家新創廠商，培訓3000名產業科技人才之設立目標，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_016.doc,all,
08,02,10,,17,本院委員吳育昇、詹凱臣等19人臨時提案，有鑒於衛生署統計國人平均每31分50秒就有一人死於心臟病，若能把握患者突然心跳停止的黃金救援時間，立即給予電擊，將能增加拯救生命的機會。目前，政府正推廣全民急救教育，未來並要求特定公共場所將須設置必要之緊急救護設備（例如，自動體外心臟電擊器（AED））。然而，據消費者保護基金會的調查目前全台公共場所設置AED的總數僅4000多台（按人口比例，約為0.017%，約每1千人擁有0.17台AED），相較於日本AED分配比例0.27%，還有很大的進步空間。本席建請行政院衛生署可從「菸品健康福利捐」分配預算，以有效推動「民眾心肺復甦與早期電擊推動計畫」，達到廣設自動體外心臟電擊器（AED）目的，以供公眾搶救猝死患者時使用，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_017.doc,all,
08,02,10,,18,本院委員黃志雄、蔣乃辛、吳育仁等16人臨時提案，鑒於近日金墩米農藥殘留與南韓速食麵含致癌物等問題，其官方與民間檢驗結果不一致、也無一定殘留標準可供參考，造成民眾恐慌與廠商及農民信譽受損，爰此建請衛生署、農委會等相關部會應就市售包裝米、速食麵等各類民生食品，進行全面檢測，並就其相關檢驗程序、下架標準、殘留量標準等進行重新檢討，以建構更完善的安全審核機制與法令配套，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_018.doc,all,
08,02,10,,19,本院委員簡東明、楊瓊瓔、陳學聖等24人臨時提案，鑑於教育部未落實「原住民族教育法」之規定，行政程序過分繁複：要求原住民在校住宿學生於每學期「開學前」，必須提供「戶籍謄本」等身份證明文件。除家長必須兩地奔波、付出申請成本以外，每學期「開學前」均必須繳納，也徒增學生困擾。鑑於原住民身份不易改變，本席爰提案要求教育部必須修正補助辦法，改為：「原住民學生在學期間，只須於入學後第一學期，繳納一次戶籍謄本等證明文件，即可獲補助。」，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201211/1011127089901100_112719581.doc,all,
08,02,10,,20,本院委員李昆澤、陳歐珀、趙天麟、邱志偉等14人臨時提案，鑒於近期無薪假人數激增，截至今年11月15日，放無薪假的人數已經高達4343人，自10月31日後短短15天內爆增了1488人，這個數字僅只是企業主動通報的數字，實際放無薪假的勞工只會更多，無薪假將使勞工收入減少，所影響的不只是勞工本身，而是4343個家庭的生計將受嚴重影響，目前所謂僱用安定措施門檻太高，勞工根本無法實質受益，政府應本於照顧勞工之立場，立即發放「短工津貼」，補足勞工短少工時之差額，讓勞工生計不至受到嚴重影響，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_020.doc,all,
08,02,10,,21,本院委員許添財等12人臨時提案，有鑑於近四十年台灣的財政，在1970年代台灣各級政府的賦稅依存度達80%，到1980年代仍達70%，近三年已降至60%左右，賦稅依存度下滑的走勢，極為明顯，代表政府一年所獲得的稅收僅足以讓政府運作六、七個月，其餘得靠事業盈餘、釋股、售地、舉債度日。探究原因，正是十多年來不斷減稅所造成的結果造成稅基侵蝕嚴重。而縮減稅基式的租稅減免，造成稅基直接且立即的流失，該稅基一旦享有減免稅特權，即喪失稅基調整之可能，爰此，建請財政部三個月內通盤檢討我國租稅減免措施並擬定評估報告，重新考量稅基與稅率二種減免稅方式的差異，儘量採稅率調降方式取代縮減稅基，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_021.doc,all,
08,02,10,,22,本院委員鄭麗君、管碧玲等14人臨時提案，針對近年來財團介入媒體事業之經營，並透過雄厚之財力進行水平及垂直之併購，再藉由旗下媒體公器私用，箝制言論打擊異議者，嚴重損害憲法所保障之言論自由，建請行政院責成國家通訊傳播委員會於反媒體壟斷專法制定公布之前，不得再行通過任何媒體購併案，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201211/1011127089902200_112718391.doc,all,
08,02,10,,23,本院委員王惠美等23人臨時提案，鑑於西濱快速公路（台61線）行經彰化縣福興鄉內未設置平面道路，造成沿線大部分農田及漁塭一分為二，嚴重影響當地民眾進出及農耕利用，因此要求交通部公路總局應儘速於「西濱快速公路行經彰化縣福興鄉之高架路段增設一般平面道路，及在西濱快速公路與台17線路交接處設施交流道」，以改善當地居民交通需求問題、促進地方發展繁榮，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_023.doc,all,
08,02,10,,24,本院委員呂玉玲等25人臨時提案，鑑於外交部辦理國人護照業務，護照規費為每本新台幣1600元期效為10年。但未滿14歲者、男子年滿14歲之日至年滿15歲當年12月31日及男子年滿15歲之翌年1月1日起，未免除兵役義務，尚未服役致護照效期縮減者，每本收費新台幣1200元，期效三年。而依目前我國教育之普及，服役平均年齡約21歲，若就讀到研究所或博士班，服役年齡，更可能拉長至32歲，我國每年役男人數約10萬人，未役人數約兩百萬人，每年出國旅遊觀光之役男人數不計其數，惟役男護照期效過短收費過高不符合比例原則，導致多數役男每隔三年必須更換一次護照，徒增麻煩，爰此特提案要求行政院研議降低役男護照之規費至新台幣400元，以符合護照規費之合理化，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_028.doc,all,
08,02,10,,25,本院委員楊玉欣、陳碧涵、吳育仁、楊瓊瓔、王惠美、盧秀燕等29人臨時提案，鑒於失智症人數隨著人口老化而快速成長，政府應重視失智症患者之照顧課題，爰提案籲請行政院督促衛生署加強喘息服務之涵蓋率、加強對於社會大眾的教育宣導，並積極提供多元、全面性之「照顧者支持服務」，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/12-1011211/0802121011211_024.doc,all,
08,02,10,,26,本院委員林佳龍、陳學聖等12人臨時提案，鑒於今年金馬獎國片得獎率低，突顯我國電影產業文化政策應重行檢討，訂定明確、具體扶植電影產業之政策目標，並匡定預算與經費投入電影人才之培育。且為形成台灣電影的風格與特色，奠基創新與變化基礎，爰要求教育部、文化部等相關政府單位於大專院校增加開設電影賞析通識課程，並成立台灣電影研究所，增設電影研究碩、博士班，逐年調撥師資員額，結合國內分散不同系所之電影學者，邀聘國外優秀之電影專家，為國內培育電影產業人才注入活水，並為電影文化產業奠定重要之基礎工程，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_026.doc,all,
08,02,10,,27,本院委員徐少萍、廖正井、江惠貞、楊瓊瓔等16人臨時提案，有鑑於景氣持續低迷，無薪假持續惡化，值此年關將至，建請行政院勞工委員會將勞工紓困貸款條件放寬至加保十二年以上的勞工、還款期限由三年延長至五年及最高貸款金額由十萬提高至十五萬等三項主張，以嘉惠需要救助之失業勞工朋友，渡難關過好年，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_027.doc,all,
08,02,10,,28,本院委員黃偉哲等11人臨時提案，鑒於縣市升格後行政院擬修正財政收支劃分法，僅將勞工保險費及全民健康保險費由中央政府補助負擔，然實際上，中南部升格之直轄市多數產業偏屬農業，其農民健康保險費及老年農民福利津貼較北部直轄市負擔要重，長久之下，勢必造成中南部直轄市無法負擔農民健康保險費及國民年金保險費，將造成南北失衡發展，為此，建請行政院重新擬定財政收支劃分法之分配，將農民健康保險費及國民年金保險費納入中央補助範疇，以落實公平正義，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_028.doc,all,
08,02,10,,29,本院委員何欣純等11人臨時提案，針對中興大排係屬台中市大里區重要防洪排水渠道，跨越大里區多處人口密集區域，除了具有灌溉排水作用外，亦有調節氣候及美化景觀之功能，而近年來越趨重視河岸的親水休閒機能，水岸空間應與周邊社區發展及生態保護緊密結合，故建請內政部營建署儘速核定台中市101年度台灣城鄉風貌整體規劃示範計畫中之「大里區中興大排水岸景觀改善工程」，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_029.doc,all,
08,02,10,,30,本院委員羅明才、吳育昇等34人臨時提案，鑒於新店安坑地區一帶大型住宅社區日增，人口急遽成長，因此交通流量需求日益龐大，有待加強大眾運輸服務以改善交通問題。有鑑於此，捷運安坑線之興建有其急迫性與必要性。爰此本席建請行政院將捷運安坑線之建設列入新內閣推動政策的首要工作項目之一。亦可兼顧新北市朱立倫市長「三環三線」任內動工的政見，嘉惠全台最大、人口最多的直轄市，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/03/08-1020416/0803081020416_009.doc,all,
08,02,10,,31,本院委員邱志偉、許智傑等12人臨時提案，鑒於高雄市彌陀區南寮漁港缺乏魚具專用整補場，導致漁民須搶占彌陀區漁會魚市場的場地，進行魚具修補。由於漁業收入是當地民眾主要經濟來源，而魚市場是拍賣漁獲的場所，漁民在擁擠的魚市場進行整補作業，不但影響拍賣交易進行，也導致出海作業時間延宕，嚴重損及漁民權益。又興達港因無舢舨漁筏停靠碼頭，當地漁民舢筏被迫停靠到路竹區竹滬排水路，遇退潮時即無法進出，十分不便。為落實政府照顧漁民之政策並改善漁民作業環境，建請主管機關於彌陀區南寮漁港興建整補專用碼頭及整補場，並於興達港設置舢筏停靠專用碼頭，以促進當地漁業發展，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_031.doc,all,
08,02,10,,32,本院委員徐欣瑩、張曉風、邱文彥、羅淑蕾、丁守中等26人臨時提案，有鑑於台灣今年1月至10月間，依全台「空氣污染指標」（PSI）所公布之不良站日就高達161天，其中有7成3比例位在中南部，近5成在高屏地區，顯示出台灣空氣污染問題嚴重。爰特建請行政院應儘速研議空污法修法相關程序，包括：行政院環保署應公告實施台灣空污之管制總量，並提出具有減量成效的配套辦法，以改善台灣空污問題，維護國人健康，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201211/1011127089900500_112719381.doc,all,
08,02,10,,33,本院委員江惠貞、吳育仁等12人臨時提案，針對青年打工度假風靡全台，赴澳洲名額無上限逐年呈倍數成長，其餘有名額限制的6個國家，也相當受到歡迎。打工度假計畫旨在增加我國青年對國際事務的了解，培養自主生存的能力，促進我國與其他國家間青年之互動，落實文化外交，在邁入職場之前的人生路上，放一個空檔年（gap year）。惟30歲以下青年，出發赴澳、赴紐等國家仍須備齊一筆出發金。爰此，本席建請青輔會於一個月內，參考原有的「補助青年赴海外實習計畫」，研擬補助審查計畫，協助打工度假青年籌備出發金，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_033.doc,all,
08,02,10,,34,本院委員劉建國、蘇清泉等12人臨時提案，針對近來氣候穩定，加上蔬菜專業區復耕，各類蔬菜生長良好、盛產豐收，例如，雲林縣西螺果菜市場到貨量破900公噸。惟菜價與前幾個月相比，乃直線下滑，尤以高麗菜每公斤11元、包心白菜每公斤不到4元，然此「菜賤傷農」之情況，已造成中南部多數菜農不敷成本、血本無歸。基此，為搶救菜農生計，使菜農有合理的生存空間，爰要求行政院必需順應民意，於兩週內啟動「九五機制」，並責成農業委員會與相關單位，於此非常時期更應有效管控外國之高麗菜……等蔬菜進口，以維護中南部廣大菜農之權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_034.doc,all,
08,02,10,,35,本院委員江啟臣、徐欣瑩、王育敏、林國正等25人臨時提案，針就去（100）年全年查獲毒品2340.1公斤，其中971.4公斤（41.51%）係來自中國大陸；而今（101）年1~7月政府查獲毒品1917.3公斤，其中1534.4公斤（80.03%）係來自中國大陸，成長幅度將近一倍，爰要求主管機關透過兩岸既有協議及管道，比照兩岸共同打擊詐欺犯罪模式，訂定具體計畫及目標，將打擊大陸毒品走私列為明年重點工作，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_035.doc,all,
08,02,10,,36,本院民主進步黨黨團臨時提案，關於壹傳媒股權交易案，公平會應依公平交易法第26條規定，主動展開調查；且主動瞭解旺中併購中嘉案有無阻撓壹電視上架，而違反公平交易法相關規定。一、根據公平法第11條，旺旺中時集團參與併購壹傳媒集團，已達事業結合之申報門檻，應先向公平會提出申報，如果未申報而逕行結合，則公平會將根據同法第13條，命令其解散。二、中視，中天新聞台、中天綜合台、中天娛樂台與壹電視處於水平競爭之地位，其結合恐會產生「限制競爭之不利益」。其先前所併購的中嘉集團（共計11家有線電視系統），事實上與壹電視處於上下游之垂直關係，此一關係將助長公平法第19條所禁止的「市場封鎖」與「差別待遇」等行為，故其結合將產生「限制競爭之不利益」。三、中國時報與蘋果日報處於水平競爭之地位，兩者結合後，其「全國性日報」的市占率超過50%，將產生嚴重的「限制競爭之不利益」。根據公平法第12條，如果結合對「限制競爭之不利益」大於「整體經濟利益」，公平會將禁止其結合，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/10-1011127/0802101011127_036.doc,all,
08,02,11,,1,本院委員孔文吉等15人臨時提案，鑒於內政部於101年11月23日初審通過桃園縣升格為直轄市，桃園縣復興鄉即將升格為「區」，使得桃園縣復興鄉原住民族人憂心忡忡，由於目前五都升格合併三年來產生了諸多問題：(一)原住民鄉所擁有的財政由市府主導。(二)原住民鄉鎮失去公法人的地位，直轄市的區長由市長直接指派，缺乏民意基礎，為市長在推動行政上的輔佐工具，並非具有地方自治功能的職位，無法積極反映民意，忽視地方建設。(三)剝奪原住民族人政治參與機會，有違憲法增修條文第10條第12項前段規定：「國家應依民族意願，保障原住民族之地位及政治參與，並對其教育文化、交通水利、衛生醫療、經濟土地及社會福利事業予以保障扶助並促其發展。」之規定。(四)與原住民自治原則有所牴觸，有違原住民族基本法第4條：「政府應依原住民族意願，保障原住民族之平等地位及自主發展，實行原住民族自治。」之精神。故建請行政院儘速成立「原住民鄉鎮因應直轄市升格其政治權利如何保障專案小組」，檢討如何解決直轄市原住民鄉鎮升格為「區」產生之相關問題，以保障原住民族地位、自治及政治參與之權利，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_001.doc,all,
08,02,11,,2,本院委員許忠信等13人，鑑於台灣於2003年成為準「口蹄疫非疫區」國家，乃因政策推行施打至少2劑口蹄疫疫苗以及其他防疫措施，方使得疫情緩和得以控制。今年度國內又爆發口蹄疫疫情，然而農委會卻反其道而行，將朝「停止補助口蹄疫疫苗，疫苗買賣自由化」方向規劃，實不足採。爰此，建請農委會應維持口蹄疫疫苗補助並宣示以至少施打2劑疫苗為主要目標。是否有當，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/13-1011218/0802131011218_001.doc,all,
08,02,11,,3,本院委員李貴敏、陳鎮湘、陳碧涵、蔡正元、王育敏、王惠美、吳育仁、江惠貞等41人臨時提案，鑑於勞工保險基金、勞工退休基金以及軍公教人員退休撫卹基金之經營績效影響全國人民退休生活甚鉅，其經營管理資訊應當公開、透明，受全民監督。然現行各基金年報格式不一，資訊揭露程度各異，民眾難以查閱比較。又鑒於上市櫃公司依法須定期於公開資訊觀測站，以統一格式揭露財報及經營資訊，然政府卻未以同等標準要求各基金管理單位，不免讓民眾產生政府「嚴以待人、寬以律己」之不良觀感。為強化基金之監督機制，爰建請行政院及考試院仿照公開資訊觀測站，建置以統一格式揭露基金年報及經營資訊之公開觀測系統，以利民眾查閱比較，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201212/1011204089901000_120418571.doc,all,
08,02,11,,4,本院委員林正二、簡東明等14人臨時提案，針對直轄市升格後原住民族地區的鄉公所自治法人變更為虛級化的區公所派出機關，以制度性的巧計消滅了6個原住民族鄉，滅失幅度占了全國30個山地鄉的20%，嚴重侵害原住民族的政治權利，違反了原住民族基本法以及馬英九總統的政策承諾，更悖離了憲法增修條文中有關尊重原住民族意願的意旨及原則；是以，行政院應儘速研議在原住民族自治制度建置之前回復原住民族鄉的公法人地位，俾以符合國際原住民族權利規範及憲法增修條文有關原住民政治地位的保障規定，並具體落實維護原住民族自治權利，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_004.doc,all,
08,02,11,,5,本院委員邱文彥、謝國樑、徐少萍、王惠美、陳碧涵、李貴敏、田秋堇、蘇清泉、盧秀燕、徐欣瑩、費鴻泰、蔣乃辛等60人臨時提案，鑒於最近基隆地區完成的一項學術研究指出，中小學生接觸戶外的時間，每星期只有半小時左右，這種在台灣目前普遍存在的「宅男」、「宅女」現象與趨勢，已經嚴重影響我國學童的身心健康和人格發展，也降低或隔絕了他們對於社會與環境的關心，爰建請行政院應參考美國歐巴馬總統提出的「美國大戶外方略」（America's Great Outdoors： A Promise to Future Americans），要求教育部、環保署、內政部營建署、交通部觀光局和農委會林務局等相關部會，研擬我國「加強國民戶外教育推動方案」，鼓勵整合產官學民資源以建立「推動聯盟」，同時結合經認證之環境教育場所與設施，納入教學和旅遊活動中，以增加國民接觸自然、強化身心健康的機會，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_005.doc,all,
08,02,11,,6,本院委員江啟臣、吳育仁等21人臨時提案，鑑於日前發生舞台劇演員在表演時因劇情需求抽菸卻遭民眾檢舉有違反菸害防制法第15條規定之嫌，險被地方政府衛生局開罰乙事，此案凸顯文化藝術保護與法令禁制規定之落差，相關法令容有檢討之必要；爰建請行政院儘速檢討相關法令之規定及執行，於依菸害防制法保障民眾健康之同時，亦尊重文化創作之理念，保護日漸茁壯之文化創意產業，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/13-1011218/0802131011218_030.doc,all,
08,02,11,,7,本院親民黨黨團臨時提案，有鑑於台灣冬季聯盟棒球賽之舉辦，有助於健全棒球體制，是台灣球員以賽代訓、狀況調整的重要平台，且為亞洲之首舉，有其歷史意義與振興棒球之作用。然其每年舉辦所需之五千萬元經費，乃以對企業募款為主，金額有限，財源不穩，以目前門票收入尚無收支平衡之可能。對此，建議行政院體委會應協助冬季聯盟棒球賽之宣傳，增加其門票收入，並協助其取得穩定經費，或編列預算補助，以落實「振興棒球運動」之目標，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_007.doc,all,
08,02,11,,8,本院委員李桐豪等21人臨時提案，針對導演李安新作「少年Pi的奇幻漂流」在亞洲四地均為首周票房冠軍，在美國更是排行前五，更被預測為明年奧斯卡大熱門。片中許多場景都是在台灣取景，包含墾丁海灣、白榕園、木柵動物園與台中水湳機場舊址等。李安導演讓台灣站上國際版面，甚至電影片尾字幕都還可看見台灣「行政院新聞局」標誌，民間非常積極推銷台灣。政府應該更有作為、建立起最後一哩路，請外交部、交通部、文化部藉此機會大力行銷台灣觀光，善用外交體系、觀光體系及文化媒體視聽資源，儘速架設本片有關的景點介紹英文整合網站、拍攝處的路線規劃等，讓外國旅客更方便、更友善地來台灣旅遊，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201212/1011204089902800_120418591.doc,all,
08,02,11,,9,本院委員蔡錦隆等12人臨時提案，有鑑於營建署之「營建事業廢棄物再利用種類及管理方式」中之「廢鐵」規範，相較於經濟部與環保署之辦法，過於嚴苛，不僅不利資源再利用，更增加業者之成本，形同「一國數制」！建請營建署應修正，以符法制一致性，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/03/04-1020319/0803041020319_007.doc,all,
08,02,11,,10,本院委員許添財等11人臨時提案，有鑑於兩岸經濟合作架構協議（ECFA）簽訂後，兩岸關係朝向快速開放趨勢發展，使得勞動的移動成本快速降低，造成台灣人才大量流向中國。根據中國人力資源與社會保障部統計，2011年持台港澳人員就業證在大陸地區工作的人數共有9.46萬人。另外根據國安會的研究報告顯示，中國吸引台灣人才數量最多，速度最快，截至2010年底，在大上海地區之台灣人口已達70多萬人，其中大部分是屬於高科技的科技人才及高階管理人才，預計台灣人才西進淘金的情況隨著十二五計畫的執行會更加嚴重。鑒於學術、科技及專業人士相繼流失，整體環境又吸引不了菁英人才來台，如何留住人才，厚植國力，與現行產業政策與移民、薪資等相關法規制度均有加以檢討的價值，建請行政院成立「跨部會留才攬才專案小組」並研擬整體性因應計畫，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_010.doc,all,
08,02,11,,11,本院委員陳淑慧、徐耀昌等26人臨時提案，鑒於全球經濟景氣不佳，連帶影響我國經濟環境，使國內經濟成長趨緩，薪資水準倒退，物價不斷上漲，家庭負擔過重，學生為完成學業需仰賴就學貸款，導致申請人數大幅增加。然畢業生因起薪下滑，薪資成長停滯，加上物價上漲等因素，即使就學貸款利率已逐年調降，仍無助於紓解還款壓力，甚至已有影響基本生活維持之情形發生，建請行政院針對就學貸款利率能否再行調降或寬限還款期進行研議，以減輕學生與家長之經濟壓力，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_011.doc,all,
08,02,11,,12,本院委員王育敏、吳育仁、蔣乃辛、徐欣瑩等26人臨時提案，有鑑於我國少子化現象嚴重，雙胞胎及多胞胎家庭一次即生育兩名以上之胎兒，在新生兒總數上貢獻良多，惟其較單胞胎家庭面臨更多的經濟與照顧壓力，亟需政府支持。為減輕雙（多）胞胎家庭沈重之育兒負擔，爰主張內政部應修正現行「父母未就業家庭育兒津貼實施計畫」，針對雙（多）胞胎家庭增訂保障條款，不受原計畫補助條件之限制，並研議依其胎別提供不同金額之育兒津貼，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201212/1011204089900600_120618301.doc,all,
08,02,11,,13,本院委員黃文玲、陳其邁、魏明谷、林岱樺等26人臨時提案，有鑑於為了防制虐兒，即使「兒童及少年福利與權益保障法」已經實施人稱「王昊條款」的加強虐兒查訪條款，但據內政部兒童局統計資料，台灣通報受虐兒少人數從2004年的7837名，到2011年增加到1萬7667名，平均每天有49名兒少遭到虐待，其中每月平均有2名兒童因遭受虐待而死亡。為了幫助受虐兒走出傷痛與陰霾，落實相關虐兒通報與兒少保護機制，爰要求政府相關部門於一個月內向本院提出兒少保護與虐兒防制實施方案，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_013.doc,all,
08,02,11,,14,本院台灣團結聯盟黨團臨時提案，有鑑於97年香港回歸後，香港傳媒逐漸中國化，自我審查嚴重，新聞自由倒退。究其原因，在於中共透過中資機構、親中港商直接或間接取得香港傳媒之股權，或授予傳媒持有者中國官職，或以廣告，或以中國廣大傳媒閱聽市場及其他產業利誘等各種政治、經濟手段，來控制香港傳媒。而國內壹傳媒併購案，同樣藉由在中國有廣大事業版圖的台商來收購媒體，疑為九七後中國透過紅頂港商控制香港媒體市場之翻版。本於言論自由是民主國家的基石，媒體多元則是捍衛民主價值及言論自由最重要的防線，為避免中國勢力藉本土企業家之手壟斷台灣媒體市場，戕害台灣言論自由及民主多元價值，爰要求行政院責成公平交易委員會、金融監督管理委員會及國家通訊傳播委員會應即刻積極處理本交易案之外；政府並應將此交易案提升為國安層級，國家安全局等相關單位也應主動介入調查，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_014.doc,all,
08,02,11,,15,本院委員賴士葆等29人臨時提案，查美、英……等許多先進國家，早已積極推動開放資料政策，讓民間業者協助政府創造公共資料的應用價值並有效節省預算支出。反觀我國開放資料政策推動緩慢，且許多部會對於開放民間應用態度保守（例如：內政部），嚴重影響民眾權益及財政效益。因此，為加速政府推動開放資料政策，爰提案要求行政院限期於三個月內公布開放資料共通標準及作業流程，並於四個月內開始實施，其中，關於開放資料作業流程之辦法公告與資料正式釋出時程，必須要求在資料公開後的一周內完成，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/02/11-1011204/0802111011204_015.doc,all,
